,refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools,Governorate,lat,lon,population,lat_gov,lon_gov
556,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ighmid,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ighmid,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Aley District,33.7597225,35.6941977,386320,33.7720489,35.6330158
557,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ijbaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ijbaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Zgharta District,,,,34.3600901,35.8981343
558,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ijdaabrine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ijdaabrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,,,807204,34.3317701,35.9436964
559,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ilat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1300,1,0,Ilat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Akkar Governorate,34.5199108,36.1095719,423596,34.5555009,36.2016453
560,http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Insariyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3375,2,0,Insariyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Sidon District,33.4103338,35.2791116,207500,33.4544542,35.3385676
561,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Izal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Izal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Miniyeh-Danniyeh District,34.3799353,35.9816122,,34.3888022,36.0520569
562,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jaaita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jaaita,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,33.9509506,35.6447525,182834,34.0127349,35.7872377
563,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jadra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,1,Jadra,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Mount Lebanon Governorate,33.6338906,35.4083673,1520016,33.737305,35.5998898
564,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jahliyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jahliyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.6669938,35.5140425,1520016,33.737305,35.5998898
565,http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jaj,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jaj,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Byblos District,34.1601846,35.8230496,100000,34.1236954,35.6493557
566,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jall+Ed-Dib,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,33700,1,2,Jall Ed-Dib,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Matn District,33.9085375,35.5818721,750000,33.9097245,35.7167947
567,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Janneh+Mar+Sarkis,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Janneh Mar Sarkis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,,,100000,34.1236954,35.6493557
568,http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarbata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,200,1,0,Jarbata,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,Batroun District,,,50000,34.247192,35.7255215
569,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarjouaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,1,0,Jarjouaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Nabatieh Governorate,33.448398,35.5207573,383839,33.2836203,35.4897793
570,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarmaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jarmaq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,33.3831495,35.5323637,590078,33.3386412,35.3022517
571,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbaa+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,400,1,0,Jbaa En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,,,1520016,33.737305,35.5998898
572,https://dbpedia.org/page/Nabatieh_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbaa+En-Nabatiyeh-Ein-Boswar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1131,3,0,Jbaa En-Nabatiyeh-Ein-Boswar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Nabatieh Governorate,,,383839,33.2836203,35.4897793
573,http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbal+El-Botm,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Jbal El-Botm,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Tyre District,33.1665366,35.2993019,238348,33.2130814,35.2887965
574,http://dbpedia.org/resource/Byblos_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,12000,4,0,Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,Byblos District,34.1236954,35.6493557,100000,34.1236954,35.6493557
575,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbouleh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jbouleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baalbek-Hermel Governorate,,,416427,34.168333,36.3134617
576,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jdaidet+Ghazir,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jdaidet Ghazir,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,34.0190018,35.6902279,182834,34.0127349,35.7872377
577,http://dbpedia.org/resource/Marjeyoun_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jdaidet+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1250,2,0,Jdaidet Marjaayoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,Marjeyoun District,,,41000,33.3640698,35.5871424
578,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jdeidet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8000,2,0,Jdeidet Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Mount Lebanon Governorate,,,1520016,33.737305,35.5998898
579,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jdidet+Ej-Joumeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jdidet Ej-Joumeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Akkar Governorate,,,423596,34.5555009,36.2016453
580,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jdita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jdita,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,ZahlÃ© District,33.8137231,35.845593,,33.8503542,35.8965168
581,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jebrayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jebrayel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Akkar Governorate,34.5245554,36.1270186,423596,34.5555009,36.2016453
582,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jenjlaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jenjlaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Sidon District,33.4859286,35.3978043,207500,33.4544542,35.3385676
583,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jennata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jennata,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.2873778,35.3196055,238348,33.2130814,35.2887965
584,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jensnaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jensnaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,33.5383727,35.4318217,590078,33.3386412,35.3022517
585,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jenta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1800,1,0,Jenta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baalbek-Hermel Governorate,33.8391278,36.0995634,416427,34.168333,36.3134617
586,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jeoddayel+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jeoddayel Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,,,100000,34.1236954,35.6493557
587,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jermanya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Jermanya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Akkar Governorate,,,423596,34.5555009,36.2016453
588,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jernaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jernaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,33.488087,35.4740804,590078,33.3386412,35.3022517
589,https://dbpedia.org/page/South_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jezzine-Ain+Majdelin,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5000,3,0,Jezzine-Ain Majdelin,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,South Governorate,,,590078,33.3386412,35.3022517
590,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jibchit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,9000,2,0,Jibchit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,Nabatieh Governorate,,,383839,33.2836203,35.4897793
591,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.6455445,35.4036543,1520016,33.737305,35.5998898
592,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jmailiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jmailiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.5979008,35.4281432,1520016,33.737305,35.5998898
593,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jouaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.2376779,35.3378121,238348,33.2130814,35.2887965
594,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,130,10,0,Jouar El-Haouz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,5,Baabda District,33.8614357,35.75775,500000,33.8435311,35.7025213
595,http://dbpedia.org/resource/Western_Beqaa_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Joubb+Jannine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4100,2,1,Joubb Jannine,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,Western Beqaa District,33.6262457,35.7839988,56000,33.5993904,35.722857
596,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Joun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Joun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.5800766,35.4563419,1520016,33.737305,35.5998898
597,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jounie+,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jounie ,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,33.9741506,35.6200633,182834,34.0127349,35.7872377
598,http://dbpedia.org/resource/Baabda_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+Arsoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,18,5,0,Jouret Arsoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,9,Baabda District,,,500000,33.8435311,35.7025213
599,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jouret Bedrane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,34.0629524,35.7160161,182834,34.0127349,35.7872377
600,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jouret E-Tourmos,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,,,182834,34.0127349,35.7872377
601,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jouret El-Ballout,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Matn District,33.8945488,35.629353,750000,33.9097245,35.7167947
602,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kafr,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,34.1532952,35.6946137,100000,34.1236954,35.6493557
603,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kafr Harra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Akkar Governorate,,,423596,34.5555009,36.2016453
604,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kafr Hatna,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Batroun District,,,50000,34.247192,35.7255215
605,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kafr Jarrah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,,,590078,33.3386412,35.3022517
606,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kafr Saroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,,,807204,34.3317701,35.9436964
607,http://dbpedia.org/resource/Zgharta_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1100,1,0,Kafr horra,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Zgharta District,,,,34.3600901,35.8981343
608,http://dbpedia.org/resource/Bint_Jbeil_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1400,2,0,Kafra Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Bint Jbeil District,,,53000,33.1832536,35.4138051
609,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1600,1,0,Kafraiya West Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Western Beqaa District,,,56000,33.5993904,35.722857
610,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,1,0,Kafraya El-Koura,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,,,807204,34.3317701,35.9436964
611,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kafrkida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,,,100000,34.1236954,35.6493557
612,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,110,1,0,Kafrnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Akkar Governorate,,,423596,34.5555009,36.2016453
613,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kafrya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kafrya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Sidon District,,,207500,33.4544542,35.3385676
614,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kaftoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,34.2666746,35.7686051,807204,34.3317701,35.9436964
615,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,665,1,0,Kahef Maloul,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Miniyeh-Danniyeh District,,,,34.3888022,36.0520569
616,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kahhaleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Aley District,33.8226878,35.5829141,386320,33.7720489,35.6330158
617,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Kahlouniet Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,,,1520016,33.737305,35.5998898
618,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kamed El-Laouz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,Western Beqaa District,33.6226423,35.8249358,56000,33.5993904,35.722857
619,https://dbpedia.org/page/Beqaa_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,500,2,0,Kaoukaba Bou Arab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Beqaa Governorate,,,534342,33.6746204,35.8333757
620,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Kaoukaba Hasbaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Hasbaya District,,,19000,33.3769255,35.7174189
621,http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Kaoutariyet Es-Siyad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Sidon District,33.4160815,35.3805339,207500,33.4544542,35.3385676
622,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Karkha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Karkha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,33.56379,35.4472842,590078,33.3386412,35.3022517
